Price,Min Nights,No of Reviews,Reviews Per Month,Calculated Host Listings,Availability,Neighbourhood Group Code,Room Type Code,Clusters,Cluster
184,7,0,0.0,2,2,2,1,0,rose
62,30,82,0.59,1,24,2,1,0,rose
177,30,179,1.27,1,293,2,1,3,black
95,30,165,1.11,2,101,2,1,0,rose
75,3,20,0.16,1,364,1,2,3,black
100,30,263,1.87,1,0,2,1,0,rose
190,30,68,0.51,1,157,2,1,0,rose
857,1,40,0.31,2,365,2,1,2,purple
79,30,15,0.11,1,0,1,1,0,rose
85,2,136,1.26,3,141,2,2,0,rose
370,3,157,1.64,1,43,1,1,0,rose
100,30,22,0.16,1,0,1,1,0,rose
199,1,208,1.46,3,348,1,1,3,black
171,2,306,2.08,2,221,2,1,3,black
550,6,30,0.21,2,264,1,1,3,black
230,60,28,0.2,1,83,1,1,0,rose
220,2,218,1.66,2,191,2,1,3,black
79,7,12,0.09,2,349,2,1,3,black
180,30,11,0.08,1,283,2,1,3,black
78,30,262,1.86,1,90,2,2,0,rose
2500,30,26,0.19,10,364,1,1,2,purple
67,30,32,0.31,1,0,1,2,0,rose
84,4,93,0.67,1,139,5,1,0,rose
175,30,18,0.13,1,182,1,1,3,black
187,31,5,0.04,2,365,1,1,3,black
304,30,238,1.71,2,237,2,1,3,black
97,30,33,0.23,1,180,2,1,3,black
175,30,18,0.13,1,0,1,1,0,rose
314,3,99,0.77,1,310,2,1,3,black
110,30,104,0.75,1,42,1,1,0,rose
193,3,281,2.12,2,154,1,1,0,rose
550,30,5,0.08,1,0,1,1,0,rose
150,30,260,1.87,4,262,2,1,3,black
189,10,121,0.87,1,292,1,2,3,black
175,3,128,0.92,1,81,1,2,0,rose
250,30,0,0.0,1,0,1,1,0,rose
160,30,92,0.66,1,284,2,1,3,black
100,30,0,0.0,1,0,1,1,0,rose
285,1,19,0.14,3,222,1,1,3,black
100,30,11,0.14,1,0,2,1,0,rose
135,30,122,0.88,4,365,1,1,3,black
350,4,47,0.33,1,80,1,1,0,rose
75,30,31,0.22,3,0,3,2,0,rose
110,3,448,3.23,1,107,2,1,0,rose
140,30,19,0.13,1,0,2,1,0,rose
200,30,28,0.2,2,279,3,1,3,black
195,181,4,0.03,1,145,2,1,0,rose
149,2,523,3.74,1,234,3,1,3,black
85,3,20,0.17,1,310,3,2,3,black
150,2,0,0.0,1,0,2,1,0,rose
58,30,124,0.87,4,359,1,2,3,black
110,30,121,0.87,1,340,1,1,3,black
125,2,334,2.38,2,273,4,1,3,black
56,3,92,0.66,4,348,3,2,3,black
139,2,224,1.61,1,332,2,1,3,black
95,6,319,2.39,1,0,3,2,0,rose
36,7,39,0.33,3,19,2,2,0,rose
300,30,38,0.28,1,171,2,1,3,black
95,30,285,2.09,2,365,3,2,3,black
250,30,2,0.01,1,0,1,1,0,rose
110,30,86,0.62,2,364,1,2,3,black
150,30,155,1.12,1,128,1,1,0,rose
165,30,63,0.46,1,0,1,1,0,rose
90,2,26,0.28,3,0,2,2,0,rose
124,30,112,0.81,1,364,1,1,3,black
144,2,115,0.86,1,320,1,2,3,black
282,30,1,0.01,1,0,1,2,0,rose
55,30,18,0.14,3,364,2,2,3,black
250,5,33,0.24,1,214,1,1,3,black
200,30,165,1.21,3,0,2,1,0,rose
125,365,19,0.14,1,0,1,1,0,rose
188,3,288,2.06,1,285,2,1,3,black
108,30,103,0.74,1,0,2,1,0,rose
350,30,42,0.34,1,180,2,1,3,black
175,3,37,0.26,1,0,2,1,0,rose
88,85,21,0.22,1,358,1,1,3,black
225,3,87,0.64,1,314,1,1,3,black
75,30,57,0.42,1,302,3,1,3,black
68,30,138,1.25,1,190,3,1,3,black
95,15,1,0.01,1,177,1,1,3,black
130,3,282,2.12,1,111,2,1,0,rose
120,3,108,0.79,2,19,1,2,0,rose
65,30,7,0.08,1,0,2,1,0,rose
150,30,8,0.06,1,180,2,1,3,black
340,12,43,0.32,1,0,1,1,0,rose
98,30,236,1.78,3,174,2,1,3,black
75,30,232,1.65,1,365,1,2,3,black
146,2,50,0.39,1,286,2,1,3,black
60,30,90,0.69,1,87,2,2,0,rose
105,3,226,1.62,2,66,2,2,0,rose
650,3,164,1.2,1,338,2,1,3,black
5065,30,269,2.0,2,309,1,2,1,pink
50,2,0,0.0,1,0,1,2,0,rose
45,30,3,0.02,1,0,3,2,0,rose
60,30,1,0.01,1,0,2,2,0,rose
177,5,240,1.72,1,336,2,1,3,black
50,3,114,0.92,4,159,4,2,0,rose
50,75,16,0.11,1,362,3,3,3,black
85,30,40,0.4,1,23,1,2,0,rose
1100,4,200,1.5,1,208,2,2,2,purple
200,30,1,0.01,1,0,1,1,0,rose
126,3,254,1.83,1,298,2,1,3,black
170,7,23,0.17,1,80,2,1,0,rose
90,30,0,0.0,1,0,1,3,0,rose
139,1,5,0.04,1,0,1,1,0,rose
125,30,22,0.16,1,126,1,1,0,rose
150,30,1,0.02,1,0,1,1,0,rose
130,5,127,1.42,1,292,1,2,3,black
88,30,77,0.57,1,0,1,1,0,rose
169,5,73,0.53,1,365,3,1,3,black
135,3,295,2.16,1,78,2,2,0,rose
190,30,106,0.97,1,363,2,1,3,black
66,3,53,0.38,4,348,3,2,3,black
55,30,72,0.52,3,0,2,2,0,rose
175,30,10,0.11,1,0,1,1,0,rose
220,1,38,0.28,30,216,2,1,3,black
90,3,323,2.38,1,236,2,1,3,black
75,30,101,0.74,1,0,1,2,0,rose
190,30,8,0.06,1,0,1,1,0,rose
398,2,106,0.76,2,362,2,1,3,black
82,30,43,0.33,2,365,2,2,3,black
246,4,6,0.07,1,0,1,1,0,rose
185,3,151,1.08,1,259,2,1,3,black
120,4,131,0.99,1,69,2,1,0,rose
75,30,52,0.38,2,164,2,1,0,rose
125,60,4,0.04,1,0,1,2,0,rose
181,10,76,0.57,1,24,1,1,0,rose
157,30,4,0.06,1,0,2,1,0,rose
155,30,24,0.18,1,281,2,1,3,black
100,30,7,0.05,4,365,2,2,3,black
210,30,44,0.32,1,301,2,1,3,black
122,30,49,0.38,1,0,1,1,0,rose
72,14,129,0.92,2,87,2,2,0,rose
289,30,128,0.94,1,303,2,1,3,black
125,30,11,0.08,2,365,1,2,3,black
185,30,14,0.1,1,0,2,1,0,rose
400,30,0,0.0,2,365,1,1,3,black
75,30,60,0.43,2,208,2,1,3,black
109,4,60,0.47,1,0,1,2,0,rose
189,2,188,1.37,1,317,1,2,3,black
188,30,15,0.12,1,0,1,1,0,rose
64,7,293,2.19,1,202,3,2,3,black
55,30,5,0.05,1,0,2,2,0,rose
89,30,12,0.13,1,193,1,2,3,black
450,20,157,1.15,1,0,1,1,0,rose
268,5,14,0.1,1,0,2,1,0,rose
220,1,49,0.43,30,216,2,1,3,black
249,30,8,0.07,1,0,1,1,0,rose
187,30,8,0.07,2,140,1,1,0,rose
100,30,9,0.07,1,0,2,1,0,rose
220,1,31,0.26,30,216,2,1,3,black
220,1,85,0.64,30,216,2,1,3,black
205,30,23,0.2,1,173,1,2,3,black
210,10,49,0.52,1,344,1,2,3,black
157,30,6,0.06,2,187,1,1,3,black
80,30,6,0.05,1,87,1,2,0,rose
220,1,34,0.25,30,216,2,1,3,black
220,1,31,0.23,30,210,2,1,3,black
76,30,2,0.02,1,0,5,1,0,rose
220,1,50,0.37,30,216,2,1,3,black
100,30,0,0.0,1,0,2,1,0,rose
220,1,70,0.51,30,216,2,1,3,black
220,1,81,0.61,30,216,2,1,3,black
349,1,12,0.09,30,307,2,2,3,black
179,2,149,1.07,2,293,2,2,3,black
349,1,8,0.06,30,216,2,2,3,black
161,75,115,0.86,1,92,1,1,0,rose
299,1,9,0.09,30,192,2,2,3,black
179,1,29,0.23,30,139,2,4,0,rose
220,1,51,0.39,30,216,2,1,3,black
220,1,88,0.7,30,216,2,1,3,black
85,60,11,0.08,1,358,2,1,3,black
160,7,3,0.16,1,12,2,2,0,rose
599,1,7,0.05,30,72,2,2,0,rose
110,1,2,0.02,1,0,2,1,0,rose
70,30,28,0.28,1,364,1,2,3,black
150,6,132,0.99,1,2,1,1,0,rose
220,1,148,1.12,30,208,2,1,3,black
220,1,144,1.12,30,205,2,1,3,black
93,14,39,0.48,2,61,2,2,0,rose
220,1,45,0.34,30,216,2,1,3,black
63,30,1,0.01,2,0,2,2,0,rose
225,3,228,1.66,1,297,2,1,3,black
300,30,55,0.46,1,39,1,1,0,rose
110,10,30,0.22,1,249,2,1,3,black
495,30,29,0.21,2,339,1,1,3,black
90,30,37,0.28,1,59,1,2,0,rose
75,30,59,0.42,3,0,2,2,0,rose
59,30,63,0.55,2,0,3,2,0,rose
55,7,21,0.16,4,106,2,2,0,rose
193,30,38,0.28,1,253,2,1,3,black
55,30,43,0.34,3,319,2,2,3,black
120,30,0,0.0,2,0,1,2,0,rose
149,30,35,0.25,1,30,1,1,0,rose
220,30,230,1.68,1,365,1,1,3,black
375,4,57,0.42,1,0,1,1,0,rose
150,30,21,0.15,1,363,2,1,3,black
95,30,147,1.13,2,360,2,1,3,black
195,365,10,0.08,1,0,1,1,0,rose
45,30,27,0.35,1,0,2,2,0,rose
100,30,69,0.5,1,88,1,2,0,rose
58,1,143,1.5,1,0,1,2,0,rose
282,30,7,0.05,10,307,1,1,3,black
95,30,4,0.03,1,0,1,1,0,rose
175,30,10,0.08,1,339,2,1,3,black
125,30,45,0.33,2,302,2,1,3,black
299,4,130,0.99,1,318,1,1,3,black
83,5,11,0.08,3,186,2,2,3,black
200,30,10,0.08,10,257,1,1,3,black
300,30,6,0.05,10,272,1,1,3,black
60,30,2,0.05,1,193,1,2,3,black
145,7,11,0.08,1,0,1,1,0,rose
150,7,12,0.09,1,80,1,1,0,rose
95,30,20,0.19,1,0,1,2,0,rose
225,30,7,0.05,10,343,1,1,3,black
110,30,161,1.21,1,178,1,2,3,black
375,30,8,0.07,1,0,1,1,0,rose
101,14,75,0.57,1,0,2,1,0,rose
230,4,320,2.45,1,159,2,1,3,black
120,30,11,0.17,1,0,1,2,0,rose
395,30,9,0.07,10,345,1,1,3,black
63,30,44,0.33,1,217,2,2,3,black
500,30,0,0.0,3,332,2,1,3,black
361,4,249,1.82,1,86,1,1,0,rose
134,30,3,0.02,2,0,3,1,0,rose
67,30,129,0.98,1,0,2,2,0,rose
151,30,128,0.94,1,40,2,1,0,rose
75,30,34,0.26,2,365,1,2,3,black
90,30,38,0.45,1,66,2,2,0,rose
185,180,24,0.18,1,365,2,1,3,black
140,5,10,0.13,1,248,2,2,3,black
106,2,58,0.43,1,306,2,2,3,black
97,5,113,0.84,1,313,3,2,3,black
200,30,8,0.06,1,0,1,1,0,rose
75,300,227,1.71,1,246,1,2,3,black
496,30,11,0.08,1,0,1,1,0,rose
221,2,111,0.84,2,89,2,2,0,rose
165,30,77,0.58,1,365,1,1,3,black
104,3,61,0.46,1,4,1,2,0,rose
96,5,166,1.24,1,221,1,2,3,black
250,3,91,0.7,3,1,1,1,0,rose
110,31,17,0.13,3,256,1,1,3,black
66,30,26,0.33,2,20,2,1,0,rose
55,1,25,0.28,1,0,3,2,0,rose
50,30,3,0.04,1,0,2,1,0,rose
110,3,80,0.63,1,136,1,2,0,rose
60,5,41,0.45,1,95,2,2,0,rose
150,30,1,0.01,1,0,2,1,0,rose
110,3,26,1.61,1,322,3,1,3,black
70,9,2,0.02,1,0,2,2,0,rose
250,4,94,0.69,1,9,1,1,0,rose
151,2,124,1.49,1,332,4,1,3,black
232,30,26,0.33,1,0,2,1,0,rose
50,30,33,0.27,2,186,2,1,3,black
275,5,18,0.14,1,0,1,1,0,rose
120,30,104,0.79,1,106,1,2,0,rose
74,30,19,0.14,4,365,3,2,3,black
136,4,64,0.49,1,23,1,1,0,rose
65,30,2,0.02,4,0,2,2,0,rose
250,30,282,2.12,1,298,2,1,3,black
250,3,116,0.88,1,0,1,1,0,rose
197,3,10,0.33,2,155,1,1,0,rose
99,30,10,0.18,1,177,1,2,3,black
293,30,200,1.52,2,196,2,1,3,black
177,30,295,2.29,1,249,2,1,3,black
160,30,25,0.19,1,0,2,1,0,rose
311,50,39,0.32,1,2,1,1,0,rose
75,30,58,0.45,2,365,3,2,3,black
39,30,480,3.67,1,364,3,3,3,black
30,30,14,0.2,2,313,2,2,3,black
139,4,142,1.07,1,260,1,1,3,black
100,2,228,1.74,1,26,1,2,0,rose
200,30,4,0.03,1,154,2,2,0,rose
175,4,4,0.57,1,0,2,2,0,rose
75,30,16,0.12,2,365,3,2,3,black
162,30,37,0.33,1,0,1,1,0,rose
65,30,8,0.08,1,0,1,2,0,rose
349,5,36,0.31,1,83,1,1,0,rose
135,30,42,0.32,1,277,1,1,3,black
86,30,74,0.57,1,0,1,2,0,rose
195,2,117,0.88,5,197,2,1,3,black
500,30,3,0.03,1,0,1,1,0,rose
126,30,25,0.19,1,365,1,2,3,black
145,30,3,0.02,1,0,2,1,0,rose
130,30,53,0.43,1,0,2,1,0,rose
125,7,2,0.1,1,339,2,2,3,black
110,30,13,0.11,1,365,2,2,3,black
89,6,163,1.62,3,265,1,2,3,black
300,30,6,0.05,1,0,1,1,0,rose
111,30,0,0.0,1,0,1,1,0,rose
109,3,308,2.32,1,331,2,1,3,black
200,30,52,0.39,1,0,2,1,0,rose
87,1,139,1.06,1,205,2,2,3,black
120,6,90,0.68,1,114,1,2,0,rose
180,2,21,0.16,1,1,1,1,0,rose
101,5,177,1.35,2,42,1,2,0,rose
57,29,629,4.83,2,18,1,2,0,rose
75,31,116,0.88,5,0,2,2,0,rose
207,2,73,0.56,1,139,1,2,0,rose
145,30,0,0.0,1,0,1,1,0,rose
200,1,56,0.43,1,179,1,2,3,black
150,30,2,0.02,1,0,2,1,0,rose
315,5,124,0.94,1,236,2,1,3,black
274,30,33,0.25,3,365,2,1,3,black
464,5,66,0.92,1,46,2,1,0,rose
75,30,9,0.07,1,0,2,1,0,rose
70,18,19,0.14,1,0,2,1,0,rose
125,3,4,0.03,2,339,3,1,3,black
135,150,4,0.03,1,154,1,1,0,rose
49,30,24,0.18,3,364,2,2,3,black
219,1,199,1.59,1,193,2,1,3,black
76,4,19,0.15,3,4,2,2,0,rose
200,5,165,1.27,3,121,2,1,0,rose
375,30,12,0.09,1,0,2,1,0,rose
152,4,166,1.26,1,55,2,2,0,rose
300,2,58,0.55,1,31,2,1,0,rose
175,30,1,0.01,1,0,1,1,0,rose
65,2,586,4.5,2,90,3,2,0,rose
105,30,4,0.04,1,0,2,1,0,rose
185,31,64,0.5,1,0,1,1,0,rose
199,30,0,0.0,1,0,2,2,0,rose
499,30,30,0.23,1,83,1,1,0,rose
100,30,48,0.38,1,211,2,1,3,black
126,2,194,1.62,1,356,2,2,3,black
180,2,313,2.47,1,124,2,1,0,rose
90,2,224,1.72,1,63,2,1,0,rose
90,30,5,0.05,1,0,1,1,0,rose
56,60,6,0.1,1,363,2,2,3,black
285,30,59,0.57,1,0,2,1,0,rose
399,30,15,0.16,1,0,1,1,0,rose
199,30,24,0.19,1,0,1,1,0,rose
275,7,5,0.08,1,0,1,1,0,rose
35,20,36,0.34,4,57,2,2,0,rose
150,30,45,0.34,1,363,3,1,3,black
250,30,72,0.55,1,340,2,1,3,black
99,30,17,0.13,1,58,2,2,0,rose
125,30,9,0.12,1,138,3,1,0,rose
141,2,145,1.33,2,153,1,1,0,rose
120,2,18,0.14,2,90,1,2,0,rose
34,30,17,0.13,1,216,4,2,3,black
40,30,13,0.1,1,0,1,2,0,rose
75,30,0,0.0,1,0,2,2,0,rose
250,30,8,0.06,1,0,1,1,0,rose
332,4,97,0.95,2,312,1,1,3,black
130,2,59,0.46,2,90,1,2,0,rose
114,7,24,0.19,1,0,2,1,0,rose
111,1,234,1.83,2,0,3,2,0,rose
240,3,127,1.0,1,84,1,1,0,rose
50,30,69,0.52,1,0,3,2,0,rose
482,3,7,1.02,2,360,2,1,3,black
254,5,17,0.19,1,78,2,1,0,rose
130,30,49,0.37,1,0,2,1,0,rose
135,30,107,0.82,1,122,2,1,0,rose
197,30,29,0.23,1,0,1,1,0,rose
200,60,39,0.3,1,0,1,1,0,rose
125,2,193,1.49,1,49,2,2,0,rose
40,30,1,0.01,1,0,2,2,0,rose
86,30,64,0.49,1,309,2,1,3,black
190,30,1,0.01,1,0,2,2,0,rose
120,89,20,0.15,1,218,2,1,3,black
59,30,140,1.1,1,0,1,2,0,rose
99,4,141,1.11,2,365,2,2,3,black
90,90,59,0.47,1,309,2,1,3,black
350,30,4,0.04,1,0,1,1,0,rose
130,4,138,1.05,1,20,2,1,0,rose
250,5,3,0.1,2,0,1,2,0,rose
115,370,6,0.05,1,0,2,1,0,rose
296,2,375,2.91,3,225,1,1,3,black
68,30,11,0.12,1,0,5,2,0,rose
133,30,28,0.22,1,0,2,1,0,rose
55,150,10,0.08,1,218,2,2,3,black
495,70,2,0.05,1,194,2,1,3,black
200,2,7,0.06,1,11,2,1,0,rose
75,30,330,2.5,1,30,3,1,0,rose
125,30,11,0.08,1,0,1,1,0,rose
115,30,311,2.4,1,209,2,1,3,black
100,30,20,0.16,3,287,1,2,3,black
175,30,21,0.16,1,0,1,1,0,rose
102,30,127,0.99,3,332,2,2,3,black
304,30,83,0.64,1,87,2,1,0,rose
84,30,66,0.52,2,2,1,1,0,rose
99,1,179,1.39,2,0,1,2,0,rose
160,30,41,0.31,1,76,1,1,0,rose
199,14,7,0.06,2,90,2,1,0,rose
52,30,23,0.18,1,0,4,2,0,rose
80,30,1,0.01,1,0,1,2,0,rose
101,30,1,0.01,1,310,1,2,3,black
176,2,4,0.94,1,40,2,1,0,rose
78,60,163,1.24,2,333,2,2,3,black
69,30,48,0.45,12,340,2,2,3,black
84,2,52,0.43,1,0,2,2,0,rose
79,1,5,0.04,2,0,1,2,0,rose
80,30,127,0.96,1,365,2,2,3,black
115,7,26,0.22,1,3,1,1,0,rose
339,5,122,0.93,1,228,1,1,3,black
165,30,4,0.03,1,0,1,1,0,rose
49,30,60,0.47,3,354,2,2,3,black
200,30,3,0.03,1,0,2,1,0,rose
160,30,15,0.12,1,0,1,1,0,rose
119,3,1,0.01,1,13,1,2,0,rose
159,3,188,1.44,1,237,2,1,3,black
90,2,458,3.47,2,352,2,2,3,black
98,30,45,0.35,1,4,1,2,0,rose
125,30,26,0.2,1,0,2,1,0,rose
200,5,33,0.26,1,97,1,1,0,rose
240,7,17,0.13,1,0,1,1,0,rose
59,6,7,0.05,4,0,2,2,0,rose
950,4,64,0.49,1,0,2,1,2,purple
125,30,1,0.01,1,285,2,1,3,black
65,30,3,0.02,1,0,1,2,0,rose
99,30,11,0.11,1,353,1,1,3,black
55,4,67,0.52,1,0,1,2,0,rose
179,30,92,0.71,1,52,2,1,0,rose
340,5,226,1.74,1,16,2,1,0,rose
282,30,34,0.28,1,0,2,1,0,rose
119,2,163,1.27,1,130,1,1,0,rose
150,30,0,0.0,1,217,2,1,3,black
100,8,109,0.83,3,0,1,2,0,rose
139,30,22,0.17,1,0,1,1,0,rose
181,3,404,3.11,1,38,1,1,0,rose
69,365,23,0.18,1,278,3,2,3,black
120,60,5,0.04,1,0,1,1,0,rose
95,1,10,0.08,1,0,2,2,0,rose
200,30,73,0.57,1,0,1,2,0,rose
315,30,7,0.05,1,0,1,1,0,rose
100,30,1,0.01,1,87,1,2,0,rose
70,30,3,0.02,1,0,3,1,0,rose
48,5,1,0.01,1,0,2,2,0,rose
106,30,16,0.13,2,340,1,2,3,black
113,1,110,0.92,2,365,2,2,3,black
165,10,219,1.67,1,30,1,1,0,rose
85,30,262,2.01,2,365,3,2,3,black
150,30,23,0.18,1,0,1,1,0,rose
80,30,9,0.08,1,0,1,1,0,rose
200,30,22,0.17,1,200,1,1,3,black
160,30,3,0.03,1,0,2,1,0,rose
79,30,60,0.5,1,343,1,2,3,black
250,90,20,0.15,1,273,2,1,3,black
164,30,5,0.04,1,0,2,2,0,rose
509,30,30,0.24,1,134,2,1,3,black
110,30,0,0.0,3,0,2,2,0,rose
185,31,157,1.31,1,365,1,2,3,black
69,30,46,0.65,1,109,1,2,0,rose
229,30,62,0.48,1,0,1,2,0,rose
200,8,9,0.1,1,0,2,1,0,rose
150,30,0,0.0,3,0,2,2,0,rose
150,30,0,0.0,3,0,2,2,0,rose
89,30,131,1.03,2,0,1,2,0,rose
115,14,8,0.06,1,223,1,2,3,black
375,30,11,0.09,1,30,1,1,0,rose
82,5,330,2.6,1,90,1,2,0,rose
75,2,17,0.13,1,0,3,1,0,rose
100,30,12,0.09,1,0,1,1,0,rose
50,30,11,0.09,1,118,2,2,0,rose
298,1,490,3.88,2,0,1,2,0,rose
510,5,129,1.08,3,326,1,2,3,black
207,30,1,0.01,1,0,1,1,0,rose
300,30,5,0.04,1,0,1,1,0,rose
225,3,306,2.45,1,172,1,1,3,black
314,30,0,0.0,1,0,1,1,0,rose
129,2,369,2.89,1,76,1,2,0,rose
118,30,124,0.97,2,220,3,2,3,black
110,30,93,0.72,1,247,1,2,3,black
120,30,41,0.33,1,0,1,2,0,rose
275,5,54,0.42,1,360,1,1,3,black
120,30,11,0.08,1,0,2,1,0,rose
105,30,304,2.4,1,151,3,3,0,rose
120,2,20,0.19,2,30,2,2,0,rose
150,30,11,0.09,1,0,1,1,0,rose
137,30,28,0.22,1,88,1,1,0,rose
110,30,28,0.22,1,89,2,1,0,rose
135,30,0,0.0,1,0,1,1,0,rose
199,30,0,0.0,1,0,1,1,0,rose
156,30,15,0.16,1,0,1,1,0,rose
160,30,20,0.16,1,0,2,1,0,rose
275,30,114,0.9,4,263,1,1,3,black
95,30,93,0.74,3,259,2,2,3,black
180,3,2,0.02,1,0,2,1,0,rose
595,7,91,0.75,1,68,1,1,0,rose
375,30,99,0.77,1,248,1,1,3,black
135,3,57,0.47,1,364,2,1,3,black
107,1,462,3.62,1,234,1,2,3,black
106,30,46,0.36,1,0,2,1,0,rose
80,30,4,0.03,1,363,1,2,3,black
43,30,26,0.23,1,280,2,2,3,black
261,3,103,1.0,1,170,2,1,3,black
175,2,295,2.59,1,77,1,1,0,rose
99,30,10,0.09,1,0,1,1,0,rose
400,30,6,0.05,1,0,2,1,0,rose
106,30,36,0.28,1,88,1,1,0,rose
134,30,65,0.51,1,35,1,1,0,rose
130,30,74,0.57,1,365,3,2,3,black
200,30,68,0.54,3,144,2,1,0,rose
60,30,1,0.01,1,0,2,1,0,rose
622,2,23,0.19,1,167,1,1,3,black
213,2,232,1.78,1,138,1,1,0,rose
83,3,69,0.55,1,331,2,2,3,black
318,1,41,0.34,2,19,2,1,0,rose
200,3,15,0.12,1,0,2,1,0,rose
100,4,229,1.78,1,16,1,1,0,rose
125,7,142,1.09,1,115,3,1,0,rose
125,30,7,0.05,1,0,2,1,0,rose
167,30,142,1.12,2,217,1,1,3,black
126,2,60,0.47,1,365,1,2,3,black
120,30,0,0.0,1,0,2,1,0,rose
245,30,278,2.19,1,66,1,1,0,rose
105,12,23,0.19,2,0,1,1,0,rose
74,30,31,0.26,1,279,3,2,3,black
200,30,2,0.02,1,365,2,2,3,black
600,3,19,0.18,1,27,2,1,0,rose
76,1,20,2.76,2,72,1,2,0,rose
142,30,6,0.05,1,0,1,1,0,rose
60,2,175,1.48,2,4,1,1,0,rose
456,30,47,0.37,1,334,1,1,3,black
307,30,98,0.77,1,0,1,2,0,rose
155,181,82,0.68,1,0,1,1,0,rose
350,4,89,0.77,2,31,1,1,0,rose
90,30,15,0.12,1,0,2,1,0,rose
56,30,40,0.32,2,231,2,2,3,black
88,30,9,0.07,1,0,2,1,0,rose
200,30,13,0.1,1,37,2,1,0,rose
2500,30,59,0.46,10,364,1,1,2,purple
200,30,15,0.14,8,345,1,1,3,black
200,10,18,0.14,1,275,2,1,3,black
220,31,18,0.15,1,0,1,1,0,rose
2000,30,2,0.02,1,0,1,3,2,purple
153,30,18,0.14,8,365,1,1,3,black
88,30,0,0.0,1,0,2,2,0,rose
75,30,6,0.05,1,0,1,2,0,rose
95,5,72,0.57,2,170,3,2,0,rose
211,3,148,1.39,1,65,2,1,0,rose
210,30,10,0.08,1,0,1,1,0,rose
155,30,18,0.14,2,0,1,1,0,rose
75,30,1,0.01,1,0,1,1,0,rose
214,10,3,0.02,1,0,2,1,0,rose
90,30,123,0.96,1,267,1,1,3,black
200,30,17,0.13,1,0,1,1,0,rose
175,30,237,1.9,1,0,1,1,0,rose
189,7,65,0.51,1,11,1,1,0,rose
165,5,127,1.02,1,97,1,1,0,rose
180,30,0,0.0,1,0,2,1,0,rose
150,31,94,0.74,1,33,1,1,0,rose
275,4,74,0.61,1,362,1,2,3,black
40,30,74,0.61,3,0,2,2,0,rose
150,30,23,0.18,1,300,1,1,3,black
120,30,34,0.27,2,179,2,2,3,black
105,30,6,0.05,1,0,1,1,0,rose
300,30,0,0.0,1,83,1,1,0,rose
175,5,30,0.25,1,0,1,2,0,rose
137,30,32,0.25,1,0,1,2,0,rose
150,30,233,1.85,1,293,1,1,3,black
175,30,17,0.13,1,0,1,1,0,rose
225,2,109,0.86,1,172,2,1,3,black
96,30,14,0.12,1,0,2,2,0,rose
90,1,204,1.58,1,258,1,2,3,black
53,30,46,0.36,4,234,2,2,3,black
50,7,83,0.66,2,341,5,2,3,black
112,30,11,0.09,2,18,1,1,0,rose
70,4,91,0.72,1,2,1,2,0,rose
160,30,124,1.02,2,365,2,1,3,black
149,30,28,0.26,8,278,1,1,3,black
145,30,18,0.14,8,167,1,1,0,rose
119,3,44,0.38,1,339,2,1,3,black
105,1,247,1.94,2,10,3,2,0,rose
150,15,114,0.92,1,0,2,1,0,rose
170,365,0,0.0,1,89,1,1,0,rose
355,3,51,0.4,1,76,2,1,0,rose
89,30,17,0.17,1,0,3,1,0,rose
85,30,309,2.57,2,0,3,2,0,rose
1000,30,44,0.34,10,364,1,1,2,purple
800,3,73,0.58,1,145,1,1,2,purple
105,7,85,0.73,2,325,1,2,3,black
160,14,0,0.0,1,0,1,1,0,rose
189,2,105,0.85,1,0,2,1,0,rose
150,3,147,1.22,1,329,2,1,3,black
150,30,84,1.02,3,363,2,1,3,black
707,4,256,2.03,1,188,2,1,3,black
115,30,4,0.04,1,0,2,1,0,rose
110,30,262,2.08,1,221,2,1,3,black
85,30,107,0.86,1,0,1,1,0,rose
43,30,13,0.1,17,334,3,2,3,black
150,5,4,0.04,1,0,2,1,0,rose
508,30,101,0.87,1,319,5,1,3,black
60,4,2,0.02,1,364,2,2,3,black
163,30,3,0.03,1,0,2,1,0,rose
158,30,40,0.35,1,0,1,1,0,rose
120,30,31,0.24,1,0,1,2,0,rose
122,5,321,2.52,1,308,2,1,3,black
275,115,9,0.07,2,123,1,1,0,rose
55,30,10,0.09,1,0,2,2,0,rose
59,2,13,0.16,1,0,2,2,0,rose
173,30,16,0.13,1,0,1,1,0,rose
500,30,2,0.02,1,173,1,1,3,black
300,4,9,0.07,1,182,2,1,3,black
425,30,55,0.48,1,144,1,1,3,black
220,3,519,4.09,2,284,2,1,3,black
38,21,46,0.37,2,339,4,2,3,black
133,5,42,0.34,1,302,3,1,3,black
160,30,93,0.74,1,0,2,1,0,rose
90,2,112,0.89,1,66,3,2,0,rose
130,30,11,0.09,1,0,1,1,0,rose
77,5,19,0.15,3,194,2,2,3,black
149,5,81,0.76,2,208,2,2,3,black
95,30,91,1.1,3,206,3,1,3,black
325,30,16,0.13,2,365,1,1,3,black
100,30,16,0.13,2,177,1,2,3,black
85,30,62,0.49,3,363,5,2,3,black
75,30,2,0.02,1,0,2,2,0,rose
89,3,37,0.3,4,29,2,2,0,rose
115,4,108,0.89,1,150,2,2,0,rose
100,10,31,0.34,3,4,2,1,0,rose
313,30,80,0.7,1,365,3,1,3,black
999,2,136,1.08,1,32,1,1,2,purple
299,30,8,0.07,1,362,1,1,3,black
197,30,93,0.78,1,292,1,1,3,black
70,30,29,0.23,3,358,5,2,3,black
